country,ico_start,ico_end,price_usd,success,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,restricted_areas,min_investment,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,accepting,link_white_paper,linkedin_link,github_link,website,rating,teamsize,ERC20
Cayman Islands,NA,NA,1 RLZ = 0.0002 ETH,N,0.25,NA,5.00E+08,Yes,1,1,"USA, China, Singapore",NA,Available,01/05/2018,30/05/2018,NA,ETH,https://drive.google.com/file/d/1mXL8K6pRkM109ZdXlFrbdSQDnQ72Pe3z/view,TBD,https://www.github.com/railzgithub?tab=repositories,http://railz.org?utm_source=icobench,3.7,9,1
Romania,15/07/2018,15/08/2018,0.1146,N,0.6,NA,3.00E+08,No,1,1,"USA, Ecuador, China, Bangladesh, India",100 EUR,Available,NA,NA,NA,"ETH, BTC, LTC, ZEC",https://scienceroot.com/resources/whitepaper.pdf,https://www.linkedin.com/company/scienceroot/,https://www.github.com/scienceroot?tab=repositories,https://www.scienceroot.com?utm_source=icobench,4.1,16,0
Saint Kitts and Nevis,NA,NA,1.50E-02,N,0.75,NA,3.75E+08,Yes,1,1,"USA, China, Singapore, New Zealand",NA,Available,NA,NA,1.50E-02,"ETH, BTC, LTC",https://token.shipit.me/files/en/whitepaper.pdf,TBD,https://www.github.com/Shipit-Github?tab=repositories,https://token.shipit.me/?utm_source=icobench,4.2,28,1
Singapore,14/01/2019,28/02/2019,0.01,N,0.15,NA,9.00E+08,No,1,0,"USA, China",300 ICX,Available,14/01/2019,28/02/2019,NA,ICON,https://somesing.io/global/assets/file/whitepaper_en.pdf,https://www.linkedin.com/company/somesing/,https://www.github.com/somesing-io?tab=repositories,https://somesing.io/index?lang=en&utm_source=icobench,4.1,12,0
Singapore,28/06/2018,09/09/2018,0.08,N,0.3,NA,3.00E+08,Yes,1,1,"USA, China",NA,Available,NA,NA,NA,"ETH, BTC, Fiat",https://www.spokkztoken.com/static/documents/whitepaper.pdf,https://www.linkedin.com/company/spuul/,https://www.github.com/Spuul?tab=repositories,https://spokkztoken.com/?utm_source=icobench,4,18,1
Cayman Islands,08/03/2018,15/03/2018,0.1,N,0.55,NA,2.90E+08,Yes,1,1,USA,1 ETH,Available,08/02/2018,08/03/2018,0.1,ETH,https://docsend.com/view/54zs5cg,NA,https://www.github.com/jendiamond?tab=repositories,https://www.superbloom.com/?utm_source=icobench,3,5,1
USA,NA,NA,NA,N,0.45,NA,4.50E+08,Yes,1,1,NA,NA,Available,20/04/2018,20/07/2018,0.02,"BTC, ETH, LTC",http://supporterinc.io/images/SupPorter_Token_Sale_Whitepaper_v.1.008.pdf,TBD,https://www.github.com/SupPorterInc?tab=repositories,https://supporterinc.io/?utm_source=icobench,3.4,21,1
USA,08/06/2018,08/08/2018,0.25,N,0.65,NA,6.16E+08,Yes,1,1,no,200 SWG,Available,NA,NA,0.25,"ETH, BTC, XEM",https://Swing.Golf/assets/docs/Swing.Golf-TGE-WhitePaper-English.pdf,NA,https://www.github.com/https:?tab=repositories,https://swing.golf/site?utm_source=icobench,3.9,8,1
USA,15/08/2018,01/11/2018,0.705910035,N,0.6,NA,5.00E+08,No,0,1,NA,0.0025 ETH,Available,15/05/2018,15/07/2018,1.124625015,"ETH, BTC",https://trimpo.io/documents/Trimpo_whitepaper.pdf,https://www.linkedin.com/company/trimpo/,https://www.github.com/media20?tab=repositories,https://trimpo.io/?utm_source=icobench,4.4,12,1
Spain,NA,NA,0.1,N,0.42,NA,2.52E+08,No,0,1,NA,100 USD,Available,14/06/2018,27/08/2018,0.1,"BTC, ETH, Fiat",https://cdn.urbit.io/documents/en/WhitePaperUrbit(ENG).pdf,TBD,https://www.github.com/urbitdata?tab=repositories,https://urbitdata.io/?utm_source=icobench,3.9,20,1
Australia,NA,NA,0.2,N,0.5,NA,1.00E+08,No,1,1,China,100 YON,Available,13/03/2018,31/07/2018,0.2,"ETH, BTC, LTC, Fiat",https://whitepaper.yondo.com/files/YondoCoin-Token-Sale-White-Paper.en.pdf,TBD,https://www.github.com/yondoecommerce?tab=repositories,https://tokensale.yondo.com?utm_source=icobench,3.9,14,1
Israel,28/06/2018,12/07/2018,8.45E-02,N,0.4,NA,NA,No,1,0,"Israel, USA, China, Lebanon, Iran.",0.1 ETH,Available,05/07/2018,06/07/2018,NA,ETH,https://storage.googleapis.com/www.zeex.me/zeex-whitepaper.pdf,https://www.linkedin.com/company/zeex/,https://www.github.com/Zeexme?tab=repositories,https://www.zeex.me/?utm_source=icobench,4.2,13,1
Israel,02/05/2020,10/05/2020,9.50E-02,Y,0.31,NA,NA,Yes,1,0,NA,NA,Available,NA,NA,NA,NA,https://home.2key.network/tge-whitepaper,https://www.linkedin.com/company/2key/,https://www.github.com/PeculiarVentures?tab=repositories,https://www.2key.network/?utm_source=icobench,3.9,28,1
Switzerland,NA,NA,8.90E-02,Y,0.8,NA,1.60E+08,No,1,1,"United States of America, Afghanistan, Cuba, Iran, Iraq, Libya, N. Korea, Syria, Myanmar, Haiti, Liberia, Rwanda, Somalia, Sudan, or the Democratic Republic of the Congo",NA,Available,NA,NA,0.1,"BTC, ETH, USDC, EUR",https://auditchain.com/wp-content/uploads/2017/10/Auditchain-Whitepaper.pdf,https://www.linkedin.com/company/urbitdata,https://www.github.com/Auditchain?tab=repositories,https://auditchain.com?utm_source=icobench,3.8,5,1
UK,15/01/2019,NA,0.05,N,0.6,16588600,3.00E+10,Yes,1,1,NA,100 USD,Available,02/11/2018,15/12/2018,0.01,"ETH, BTC, LTC, CSP",https://www.awax.co.uk/docs/Awax_WhitepaperV2-210918.pdf,TBD,None,http://awax.co.uk/?utm_source=icobench,3.8,22,1
Singapore,01/04/2020,31/03/2020,0.04,N,0.5,NA,5.00E+08,No,1,0,"Balkans, Belarus, Burundi, Central African Republic, Cuba, Democratic Republic of Congo, Iran, Iraq, Lebanon, Libya, Nicaragua, North Korea, Somalia, Sudan & Dufar, Syria, Ukraine/Russia, Venezuela, Yemen, Zimbabwe investors.",NA,Available,01/11/2019,31/01/2020,NA,ETH,https://tokensale.thebamboo.io/documents/Bamboo_White_Paper.pdf,https://www.linkedin.com/company/thebamboo/,https://www.github.com/blockconnectorslabs?tab=repositories,https://tokensale.thebamboo.io/?utm_source=icobench,4.3,17,1
Nigeria,20/11/2019,31/01/2021,0.4,N,0.35,NA,1.75E+08,No,0,1,USA,100 USD,Available,NA,NA,0.15,"ETH, BTC",https://aaelderlycares.org/viewer.html,https://www.linkedin.com/company/aaelderlycare/,None,https://aaelderlycares.org/caretoken.html?utm_source=icobench,4.1,13,1
France,NA,NA,0.02,N,92,NA,307500000,No,1,0,"Bangladesh, Bolivia, China, Ecuador, India, Nepal, Pakistan and North Korea.",10 USD,NA,01/08/2019,31/12/2019,0.02,ETH,https://www.dropbox.com/s/ybxyyi8y0pipqc7/COCORICOS_WHITEPAPER_EN_01.pdf?dl=0,TBD,https://www.github.com/Cocoricos?tab=repositories,https://cocoricos.io/ieo/cocoricos/8945?utm_source=icobench,4.1,6,1
USA,01/03/2019,31/12/2020,0.1,N,0.2,NA,2.00E+08,No,1,0,"USA, Singapore, China, Iran, North Korea, Syria, Sudan, Cuba",50 USD,Available,01/02/2019,28/02/2019,0.08,ETH,https://cogmento.com/Cogmento_Whitepaper_1.0.pdf,https://www.linkedin.com/company/cogmento/,https://www.github.com/cogmento?tab=repositories,https://cogmento.com?utm_source=icobench,3.7,4,1
Austria,03/08/2018,12/09/2018,1.1332,N,0.5,NA,22500000,Yes,1,1,"USA, China, Republic of Korea, Canada, New Zealand, Singapore, Cayman Islands",NA,NA,04/06/2018,03/08/2018,1.158601,"ETH, Fiat",https://ico.conda.online/whitepaper,https://www.linkedin.com/company/thebamboo,https://www.github.com/conda-ag?tab=repositories,https://ico.conda.online/?utm_source=icobench,3.8,26,1
Netherlands,01/12/2018,15/12/2018,8.57E-02,N,0.85,NA,4.25E+08,Yes,1,1,USA,0.5 ETH,Available,21/11/2018,30/11/2018,3.62E-02,ETH,http://denchmusic.io/wp-content/uploads/2018/05/Dench-Music-ICO-Whitepaper.pdf,https://www.linkedin.com/company/aaelderlycare/,None,https://www.denchmusic.io?utm_source=icobench,3.4,21,1
Dominican Republic,30/01/2020,NA,9.00E-03,N,0.45,NA,9.00E+08,Yes,1,1,"USA, China",0.2 ETH,Available,NA,NA,7.50E-03,ETH,https://digiwills.io/files/Digiwills_whitepaper_EN.pdf,TBD,https://www.github.com/digiwills?tab=repositories,https://digiwills.io?utm_source=icobench,3.8,8,1
Germany,01/05/2018,16/07/2018,4.28E-02,N,0.55,NA,5.50E+08,No,1,1,"USA, Hong Kong SAR, the Peoples Republic of China, Republic of Singapore.",1 ETH,Available,NA,NA,1 DYNO = 0.0000636 ETH,ETH,https://dyno.io/wp-content/uploads/2018/05/DYNO_Whitepaper_V5.pdf,https://www.linkedin.com/company/dynostics/,https://www.github.com/dyn0stics?tab=repositories,https://dyno.io?utm_source=icobench,4.3,16,1
USA,NA,NA,0.2,N,0.4,NA,18200000,Yes,1,1,USA & China,0.15 ETH,Available,01/07/2019,14/07/2019,0.08,ETH,https://github.com/ellcrys/papers/blob/master/latex/white_paper.pdf,TBD,https://www.github.com/ellcrys?tab=repositories,https://ellcrys.org/?utm_source=icobench,3.7,13,1
Spain,08/02/2018,08/03/2018,0.64,N,0.1,NA,1.00E+07,Yes,1,1,"Canada, Singapore, China, USD, Puerto Rico, The Virgin Islands",NA,Available,NA,NA,0.38,"ETH, BTC, Fiat",https://storage.googleapis.com/stateless-landing/documents/EnglishWhitepaper.pdf,https://www.linkedin.com/company/ethichub/,https://www.github.com/EthicHub?tab=repositories,https://ethichub.com/?utm_source=icobench,3.5,15,1
UK,NA,NA,1,N,0.6,NA,3.00E+07,Yes,1,0,"USA, China",25 ETH,Available,NA,NA,NA,"BTC, ETH, LTC, BCH, Fiat",https://fan360.io/Fan360-whitepaper.pdf,TBD,https://www.github.com/fan360?tab=repositories,https://fan360.io?utm_source=icobench,4.2,29,1
UK,09/09/2018,07/10/2018,0.02,N,0.6,NA,4.20E+09,Yes,1,1,"USA, China",1 USD,NA,29/07/2018,09/09/2018,0.02,"BTC, ETH, BCH, DASH, LTC, XLM, FIAT",https://further.network/whitepaper/whitepaper-latest-en.pdf,https://www.linkedin.com/company/furthernetwork/,https://www.github.com/furthernetwork?tab=repositories,https://further.network?utm_source=icobench,3.9,20,0
Singapore,30/10/2018,14/11/2018,0.2,N,0.5,NA,113110850,No,1,0,"USA, New Zealand, Iceland, Thailand, Afghanistan, Burundi, Balkan, Burma, Cote d’Ivoire, Cuba, Democratic Republic of Congo, Democratic Peoples’ Republic of Korea, Iran, Iraq, Liberia, Lebanon, Libya, Rwanda, Sierra Leone, Somalia, Sudan, Syria, Tanzania, Uganda, Zaire, Zimbawe",NA,Available,NA,NA,NA,"BTC, ETH, Fiat",https://ggrocket.io/wp/GGRocket_Whitepaper_en.pdf?v=20180608105917,NA,https://www.github.com/GGRocket?tab=repositories,https://ggrocket.io/?utm_source=icobench,4.3,16,0
British Virgin Islands,NA,NA,3,N,0.65,NA,5379167,No,1,1,USA,NA,Available,NA,NA,2.5,"ETH, BTC, Fiat",https://grt.gorecru.it/doc/GoRecruit_Whitepaper.pdf?2,TBD,https://www.github.com/GoRecruit?tab=repositories,https://grt.gorecru.it/?utm_source=icobench,3.8,20,1
Estonia,11/11/2018,12/12/2018,0.01,N,0.45,NA,3.60E+09,Yes,1,0,"Algeria, Bangladesh, Bolivia, China, Ecuador, Ethiopia, Hong Kong, Indonesia, Iran, Iraq, Jordan, Kyrgyzstan, Macau, Morocco, Nepal, North Korea, Serbia, Sri Lanka, Syria, Taiwan, Trinidad & Tobago, Tunisia, USA, Vanuatu, Yemen",NA,Available,NA,NA,NA,"ETH, BTC",https://drive.google.com/file/d/1fqsUnfQTuQb0bLpTNwyHod1TIkB-Gy0z/view,https://www.linkedin.com/company/highvibe-network/,https://www.github.com/HighVibe?tab=repositories,https://www.highvibe.network/?utm_source=icobench,4.1,18,1
France,18/06/2019,30/09/2019,0.132525925,N,0.4,NA,4.00E+08,No,1,1,"USA, Syria, North Korea, Iran, Iraq",NA,Available,NA,NA,NA,"BTC, ETH, XRP, BCH, LTC, XLM, EUR",https://www.ideafex.com/docs/IdeaFeX_twp_v1.1.pdf,https://www.linkedin.com/company/ideafex/,https://www.github.com/IdeaFeX?tab=repositories,https://www.ideafex.com/?utm_source=icobench,3.8,12,1
USA,01/10/2018,31/12/2018,0.25,N,0.72,NA,2.59E+08,No,1,1,USA,NA,Available,01/09/2018,30/09/2018,0.1,"BTC, ETH, Fiat",https://www.wearelucre.org/wp-content/uploads/The-Lucre-Manifesto-V1.4.pdf,NA,https://www.github.com/anchortech?tab=repositories,https://www.wearelucre.org?utm_source=icobench,3.5,1,1
Estonia,NA,NA,0.01,N,0.5,NA,2.50E+09,Yes,0,1,"USA, China",NA,NA,15/07/2018,15/09/2018,4.50E-03,"ETH, BTC, Fiat",http://maketoken.io/MAKE%20Whitepaper%200.1.2.pdf,TBD,https://www.github.com/MAKEToken?tab=repositories,https://www.maketoken.io?utm_source=icobench,4.2,13,1
Switzerland,01/09/2018,01/11/2018,0.05,N,0.45,NA,4.05E+08,Yes,1,1,"USA, China",200 USD,Available,NA,NA,3.85E-02,ETH,https://gogomimic.com/docs/Mimic_White_Paper.pdf,https://www.linkedin.com/company/mimictrades/,https://www.github.com/mimic-trades?tab=repositories,https://gogomimic.com/?utm_source=icobench,3.8,18,1
Gibraltar,03/07/2019,03/07/2019,NA,N,0.3,NA,3.00E+08,Yes,1,0,"USA, China, Japan",NA,Available,NA,NA,NA,ETH,https://drive.google.com/file/d/1sujDvBBmkr-OyVZt5wBkNGIMpjQ2qihS/view,NA,https://www.github.com/noia-network?tab=repositories,http://noia.network/?utm_source=icobench,3.8,16,1
USA,07/08/2018,15/09/2018,0.1,N,0.5,NA,5.00E+08,Yes,1,1,"USA, Iran, North Korea, Cuba",500 USD,Available,27/04/2018,06/08/2018,0.1,NA,https://www.pavocoin.com/doc/PAVO_whitepaper_en.pdf,NA,https://www.github.com/pavocoin?tab=repositories,https://www.pavocoin.com/?utm_source=listing&utm_medium=icobench,3.6,27,1
UK,14/04/2018,14/06/2018,0.143422707,N,0.3,NA,7.50E+07,Yes,1,1,"USA, Canada, China, Singapore",NA,NA,NA,NA,NA,ETH,https://prontapay.io/White-Paper-v1.0.pdf,NA,None,https://www.prontapay.io?utm_source=icobench,4,11,1
Singapore,01/01/2019,28/02/2019,0.04,N,0.45,NA,6.75E+08,Yes,1,0,NA,NA,NA,12/12/2018,31/12/2018,NA,"BTC, ETH, NEO",https://www.qobit.com/wp-content/themes/qobit/img/Qobit-Whitepaper-en-1.0.pdf?2,https://www.linkedin.com/company/qobit/,https://www.github.com/adamchin02?tab=repositories,https://www.qobit.com?utm_source=icobench,3.8,9,1
Switzerland,31/01/2020,30/12/2020,1.0072,N,0.5,NA,5.00E+08,Yes,1,0,no,NA,Available,NA,NA,1 SilkRoadCoin / SRC = 0.8 EUR,"USDT, ETH, BTC",https://lgrglobal.com/wp-content/uploads/2020/03/SilkRoadCoin-Whitepaper-V02-Jan-2020-OPT.pdf,https://www.linkedin.com/company/silkroadcoin/,NA,NA,3.8,7,0
Bulgaria,NA,NA,0.06,N,0.68,NA,5.00E+08,No,1,1,"USA, China,",50 USD,Available,NA,NA,0.04,"ETH, BTC",NA,TBD,https://www.github.com/TanzoICO?tab=repositories,https://tanzo.io/?utm_source=icobench,4.2,13,1
Australia,NA,NA,1 BILL = 1 XLM,N,0.2,NA,NA,Yes,1,1,"USA, China.",NA,Available,NA,NA,NA,XLM,http://bit.ly/tillbilly_whitepaper,TBD,https://www.github.com/TillBillyDev?tab=repositories,https://tillbilly.com?utm_source=icobench,4,8,0
British Virgin Islands,NA,NA,1,N,0.34,NA,3.40E+08,Yes,1,1,NA,NA,NA,NA,NA,1,"XLM, BTC, ETH, DASH, BCH, LTC, XRP, EOS",https://tontinetrust.com/whitepaper-nt/TontineTrust.Non-Technical.Whitepaper.(V1.01D).pdf,TBD,None,https://tontine.com/?utm_source=icobench,3.7,7,0
Bulgaria,NA,NA,1 TRE = 0.0001 ETH,N,0.65,NA,3.25E+08,Yes,1,1,USA,0.1 ETH,Available,10/08/2018,10/10/2018,1.58E-02,"ETH, BTC, BCH, NEO",https://tresaro.com/docs/Tresaro-WP.pdf,TBD,https://www.github.com/Tresaro?tab=repositories,https://tresaro.com?utm_source=icobench,3.2,10,1
USA,22/04/2019,22/04/2019,5.40E-03,Y,0.35,NA,1.75E+09,Yes,1,1,"USA, China",NA,Available,10/09/2018,31/10/2018,NA,ETH,https://x-block.io/xblockfile/X-blockWhitepaper.pdf,https://www.linkedin.com/company/silkroadcoin,https://www.github.com/X-Block?tab=repositories,https://x-block.io/?utm_source=icobench,3.8,6,1
Germany,01/01/2020,01/01/2021,5.00E-04,Y,0.6,NA,3.00E+10,No,0,0,NA,5 USD,Available,27/04/2018,28/05/2018,5.00E-04,"USD, USDT, BTC, ETH",https://zeon.network/whitepaper.pdf,https://www.linkedin.com/company/zeon-coin/,https://www.github.com/ZeonNetwork?tab=repositories,https://zeonc.com?utm_source=icobench,3.6,10,0
UK,NA,NA,0.2,N,0.51,NA,121330000,Yes,1,0,"USA, Japan, China",NA,Available,NA,NA,0.1,ETH,https://www.zerocarbonproject.com/white-paper/,TBD,https://www.github.com/zerocarbonproject?tab=repositories,https://www.zerocarbonproject.com?utm_source=icobench,4.1,7,1
South Africa,01/04/2020,31/12/2019,0.3,N,NA,NA,2.00E+07,No,1,0,NA,NA,NA,05/03/2019,31/03/2019,0.2,BTC,https://amark.io/wp-content/uploads/2019/02/AMARK-Presentation.pdf,https://www.linkedin.com/company/amark-io/,https://www.github.com/amarkio?tab=repositories,https://amark.io/?utm_source=icobench,3.7,8,1
Singapore,NA,NA,0.15,N,0.4,NA,2.60E+08,No,1,1,"USA, Canada, China",100 USD,NA,14/12/2018,31/03/2019,115,"ETH, BTC, Fiat",https://www.arcadierx.io/assets/uploads/documents/arcadierx_whitepaper.pdf,TBD,https://www.github.com/arcadierx?tab=repositories,https://www.arcadierx.io/?utm_source=icobench,3.7,16,1
UK,12/02/2018,19/03/2018,0.08,N,1,NA,5.00E+08,No,0,0,NA,NA,NA,NA,NA,NA,"ETH, BTC",http://baikalika.io/baikalika_en.pdf,NA,https://www.github.com/baikalikaICO?tab=repositories,http://baikalika.io/?utm_source=icobench,3.9,5,1
Ukraine,NA,NA,1 BATT = 0.000033 ETH,N,0.9,NA,1.53E+09,No,1,1,USA,1 ETH,NA,11/06/2018,21/07/2018,1.53E-02,<U+0415><U+0422><U+041D>,https://battagro.com/doc/blockchain_agro_trading_wp_en.pdf,TBD,https://www.github.com/cromlehg?tab=repositories,https://battagro.com/?utm_source=icobench,3.7,8,1
USA,NA,NA,0.05,N,0.85,NA,21250000,No,1,1,USA,5 USD,NA,17/06/2019,24/06/2019,0.05,"BTC, ETH",https://cdn.website-editor.net/f1498836dcf44badb4370c6f464afe4b/files/uploaded/BitaciuM%2520WhitepaPER.pdf,TBD,https://www.github.com/Bitacium?tab=repositories,https://www.bitacium.io/?utm_source=icobench,3.3,7,1
Georgia,15/09/2018,25/12/2018,1,N,0.74,NA,53600000,No,1,1,NA,30 BXM,NA,NA,NA,NA,"BTC, LTC, ETH, Fiat",https://www.bixtrim.com/assets/pdf/whitepaper-en.pdf,NA,https://www.github.com/bixtrim?tab=repositories,https://www.bixtrim.com?utm_source=icobench,3.7,27,1
Singapore,20/09/2018,20/10/2018,0.1,N,0.45,NA,1.35E+08,No,1,1,"USA, Iran, North Korea",100 USD,NA,06/09/2018,19/09/2018,7.00E-02,"ETH, BTC, BCH",https://drive.google.com/file/d/11ZevZaCwYSG_0iv8On810w3Sjj2E5FLq/view,https://www.linkedin.com/company/block66/,https://www.github.com/kamilmieczakowski?tab=repositories,https://block66.io/?utm_source=icobench,3.9,17,1
Norway,03/04/2018,19/05/2018,2.74,Y,81,NA,4453135,Yes,1,1,"USA, China",0.05 ETH,NA,NA,NA,NA,ETH,https://adobeindd.com/view/publications/2ff28c3d-68bc-46ab-a29e-b797315829a1/7vnu/publication-web-resources/pdf/Whitepaper_v2.pdf,NA,https://www.github.com/bulltech?tab=repositories,https://bulltoken.tech/?utm_source=icobench&utm_medium=icolisting,4,27,1
Singapore,01/07/2018,31/07/2018,2.27E-02,N,0.1,NA,1.00E+09,No,0,1,"USA, China, Singapore",1 ETH,Available,01/05/2018,30/06/2018,1.14E-02,ETH,https://www.calorieco.in/resources/pdf/Cal%20White%20Paper_EN.pdf,https://www.linkedin.com/company/caloriecoin/,https://www.github.com/CLCFOUNDATION?tab=repositories,http://www.calorieco.in?utm_source=icobench,3.7,7,1
Russia,10/06/2018,02/08/2018,0.16,Y,0.36,NA,158964924,Yes,1,0,USA,NA,Available,NA,NA,0.08,"ETH, BTC",http://www.casperproject.io/docs/Casper_whitepaper_eng.pdf,NA,https://www.github.com/Casper-dev?tab=repositories,http://www.casperproject.io/?utm_source=icobench,4.1,17,1
Russia,NA,NA,1 CCR = 0.0002 ETH,N,0.45,NA,4.50E+08,Yes,1,1,None,NA,Available,16/05/2018,16/06/2018,8.33E-02,"BTC, ETH, LTC, Dash",https://check-car.io/docs/wp_eng.pdf,TBD,https://www.github.com/Check-Car?tab=repositories,https://check-car.io/ico?utm_source=icobench,3.3,4,1
Ireland,11/05/2018,25/05/2018,0.4,N,0.3,NA,6.00E+07,Yes,1,1,"USA, China, Singapore",50 USD,NA,NA,NA,0.2,"ETH, BTC, BCH, DSH, LTC",http://checkitsreal.io/documents/checkitsreal-WP-Final.pdf,https://www.linkedin.com/company/checkitsreal/,https://www.github.com/checkitsreal?tab=repositories,http://checkitsreal.io/index.html?utm_source=icobench,3.6,13,1
Israel,16/10/2018,16/01/2019,0.18,N,0.35,NA,269500000,No,1,1,NA,"1,000 USD",NA,29/05/2018,16/10/2018,0.144,"BTC, ETH, LTC, Fiat",https://www.coalichain.io/images/pdf/coalichain.pdf,https://www.linkedin.com/showcase/coalichain/,https://www.github.com/coalichain?tab=repositories,https://www.coalichain.io/?utm_source=icobench,3.7,31,1
UK,NA,NA,1,Y,0.7,NA,NA,Yes,1,0,NA,15 CONM,NA,30/04/2019,30/06/2019,NA,"ETH, BTC, XLM, USD",http://coinerium.io/Whitepaper_V1_EN.pdf,TBD,https://www.github.com/coinerium?tab=repositories,https://coinerium.io/?utm_source=icobench,3.7,7,0
Singapore,15/10/2018,15/11/2018,0.09,N,0.5,NA,2.50E+08,Yes,1,0,"Democratic People’s Republic of Korea - North Korea, Democratic Republic of the Congo, Eritrea, Iran, Libya, Somalia, South Sudan, Sudan, Yemen, United States of America, People's Republic of China",NA,Available,15/09/2018,15/10/2018,7.20E-02,"ETH, BTC, HT, BNB",https://files.crediblenetwork.io/public/Smartpesa+Credible+Whitepaper+English+(Latest).pdf,https://www.linkedin.com/company/smartpesa/,https://www.github.com/crediblenetwork?tab=repositories,https://www.crediblenetwork.io/?utm_source=icobench,3.8,18,1
Ireland,01/07/2018,02/04/2018,0.2921,N,17,NA,1.00E+10,No,1,0,USA,10 EUR,NA,NA,NA,0.04 EUR,"ETH, BTC, LTC, Fiat",https://docsend.com/view/dith66n,NA,https://www.github.com/icrowdu?tab=repositories,https://crowdtoken.sale?utm_source=icobench,3.8,22,1
Israel,NA,NA,0.25,N,0.55,NA,2.75E+08,Yes,1,1,"USA, China",NA,Available,11/06/2018,11/07/2018,NA,ETH,http://crypstock.io/assets/Crypstock_wp_eng.pdf,TBD,None,http://crypstock.io/?utm_source=icobench,4,13,1
Singapore,31/08/2018,15/10/2018,0.1,N,0.2,NA,1.00E+09,Yes,1,0,USA,NA,NA,NA,NA,NA,"ETH, BTC",https://dclinic.io/assets/doc/dClinic--whitepaper--new.pdf,https://www.linkedin.com/company/dclinic-io/,https://www.github.com/dclinic?tab=repositories,https://dclinic.io/?utm_source=icobench,3.7,19,1
USA,30/04/2018,31/12/2018,1,N,0.7,NA,18700000,Yes,1,1,"China, North Korea",10 Deed,NA,19/02/2018,05/03/2018,1.5,"ETH, BTC, LTC, Fiat",https://www.deedcoinlaunch.com/documents/Deedcoin%20White%20Paper.pdf,https://www.linkedin.com/company/deedcoinlaunch/,https://www.github.com/TeamDeedCoin?tab=repositories,https://www.deedcoinlaunch.com/?utm_source=icobench,3.6,8,1
UK,11/05/2018,22/07/2018,0.9162,Y,0.55,NA,5.50E+07,No,1,0,NA,NA,Available,12/04/2018,03/05/2018,0.389771515,"ETH, BTC, DICE",https://www.dice.money/white-paper,https://www.linkedin.com/company/smartpesa/,https://www.github.com/orgs?tab=repositories,https://dice.money?utm_source=icobench,4.2,23,1
Singapore,27/06/2018,03/07/2018,0.25,N,0.8,NA,1.25E+08,No,1,1,USA,0.2 ETH,Available,NA,NA,0.25,"ETH, Fiat",https://beepbeepnation.com/eminent-white-paper-2.4.pdf,https://www.linkedin.com/showcase/eminent-token/,https://www.github.com/bbNonetion?tab=repositories,https://eminent.beepbeepnation.com?utm_source=icobench,3.7,9,1
